credits,faculty/0,is_lab,is_open,location,name,number,open_seats,section,semester,subject,total_seats,times/0/day,times/0/end_time,times/0/start_time,times/1/day,times/1/end_time,times/1/start_time,times/2/day,times/2/end_time,times/2/start_time,times/3/day,times/3/end_time,times/3/start_time,faculty/1,faculty/2,faculty/3,faculty/4
2,"Wolfe, Britton D.",false,true,STEM 376,SENIOR PROJECT I,451,1,A,2023_Fall,COMP,40,T,11:50:00,11:00:00,R,11:50:00,11:00:00,,,,,,,,,,
1,"Wolfe, Britton D.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,A,2023_Fall,COMP,0,,,,,,,,,,,,,,,,
1,"Dickinson, Brian C",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,B,2023_Fall,COMP,0,,,,,,,,,,,,,,,,
1,"Zhang, He",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,C,2023_Fall,COMP,0,,,,,,,,,,,,,,,,
3,"Day, Leah Margaret",false,true,PFAC 45 Classroom,INTRO TO VISUAL COMM DESIGN,101,1,A,2023_Fall,DESI,20,M,17:15:00,16:00:00,W,17:15:00,16:00:00,,,,,,,,,,
3,"Day, Leah Margaret",false,true,PFAC 45 Classroom,INTRO TO VISUAL COMM DESIGN,101,8,B,2023_Fall,DESI,20,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Mucha, Nathanael E.",false,false,PFAC 45 Classroom,DESIGN THINKING,102,0,A,2023_Fall,DESI,30,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Mucha, Nathanael E.",false,false,PFAC 45 Classroom,VISUAL COMMUNICATION DESIGN I,201,0,A,2023_Fall,DESI,15,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Hammond, Ryan Michael",false,true,SHAL 112,VISUAL COMMUNICATION DESIGN I,201,1,B,2023_Fall,DESI,15,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Mucha, Nathanael E.",false,true,SHAL 207 COMM Dept - Media Prod Rm,DESIGN IN PRACTICE,401,8,A,2023_Fall,DESI,15,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Fuller, Caleb Stephen",false,true,SHAL 108  w/multimedia,PRIN OF ECONOMICS-MICRO,101,10,A,2023_Fall,ECON,100,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Herbener, Jeffrey M.",false,true,SHAL 308,PRIN OF ECONOMICS-MACRO,102,35,A,2023_Fall,ECON,50,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Herbener, Jeffrey M.",false,true,SHAL 308,PRIN OF ECONOMICS-MACRO,102,18,B,2023_Fall,ECON,50,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Ritenour, Shawn R.",false,true,SHAL 310,FOUNDATIONS OF ECONOMICS,120,13,A,2023_Fall,ECON,40,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Ritenour, Shawn R.",false,true,SHAL 310,FOUNDATIONS OF ECONOMICS,120,27,B,2023_Fall,ECON,40,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
3,"Herbener, Jeffrey M.",false,false,SHAL 215,ECONOMICS OF ENTREPRENEURSHIP,216,0,A,2023_Fall,ECON,24,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Fuller, Caleb Stephen",false,true,SHAL 301,INTERMEDIATE MICROECONOMICS,301,3,A,2023_Fall,ECON,24,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Herbener, Jeffrey M.",false,true,SHAL 116,STUDY: PUBLIC ECONOMICS,390,11,A,2023_Fall,ECON,20,M,21:00:00,18:30:00,,,,,,,,,,"Newman, Patrick T",,,
3,"Ritenour, Shawn R.",false,true,SHAL 304,MONEY & BANKING,401,14,A,2023_Fall,ECON,24,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Fuller, Caleb Stephen",false,false,SHAL 209,LAW AND ECONOMICS,402,0,A,2023_Fall,ECON,24,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Ritenour, Shawn R.",false,true,SHAL 301,HIST ECON THOUGHT TO 1870,407,10,A,2023_Fall,ECON,24,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Herbener, Jeffrey M.",false,true,SHAL 307 Seminar-14 Tables-10 Tablet Arm Desks,ECONOMICS COLLOQUIUM,420,13,A,2023_Fall,ECON,20,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Chapman, Jarrett M.",false,false,SHAL 116,INTRO TO THE TEACHING PROFESSION,202,0,A,2023_Fall,EDUC,30,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Chapman, Jarrett M.",false,false,SHAL 116,INTRO TO THE TEACHING PROFESSION,202,0,B,2023_Fall,EDUC,30,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Long, Derek T.",false,true,SHAL 103,CULTURALLY RELEVANT PEDAGOGY,203,3,A,2023_Fall,EDUC,18,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Fecich, Samantha J.",false,true,SHAL 306,TECHNOLOGIES OF INSTRUCTION,204,2,A,2023_Fall,EDUC,24,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Fecich, Samantha J.",false,true,SHAL 306,TECHNOLOGIES OF INSTRUCTION,204,1,B,2023_Fall,EDUC,24,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
2,"Jefferis, Jacob Paul",false,true,SHAL 115,SECONDARY CURRICULUM AND INSTRUCT I,215,6,A,2023_Fall,EDUC,20,R,20:00:00,18:00:00,,,,,,,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,A,2023_Fall,EDUC,0,M,09:20:00,08:30:00,W,09:20:00,08:30:00,F,09:20:00,08:30:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,B,2023_Fall,EDUC,0,M,10:10:00,09:20:00,W,10:10:00,09:20:00,F,10:10:00,09:20:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,C,2023_Fall,EDUC,0,M,10:59:00,10:10:00,W,10:59:00,10:10:00,F,10:59:00,10:10:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,D,2023_Fall,EDUC,0,T,09:45:00,08:30:00,R,09:45:00,08:30:00,,,,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,E,2023_Fall,EDUC,0,T,10:59:00,09:45:00,R,10:59:00,09:45:00,,,,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,F,2023_Fall,EDUC,0,M,13:20:00,12:30:00,W,13:20:00,12:30:00,F,13:20:00,12:30:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,G,2023_Fall,EDUC,0,M,14:10:00,13:20:00,W,14:10:00,13:20:00,F,14:10:00,13:20:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,H,2023_Fall,EDUC,0,M,14:59:00,14:10:00,W,14:59:00,14:10:00,F,14:59:00,14:10:00,,,,,,,
2,"Sabousky, Richard A.",false,true,SHAL 112,STUDY: CONSUM & GEN EDUC RSRCH,290,25,A,2023_Fall,EDUC,30,M,15:50:00,15:00:00,W,15:50:00,15:00:00,,,,,,,,,,
3,"Senita, Karyn E.",false,true,SHAL 103,METHODS OF TEACHING MODERN LANGUAGE,307,6,A,2023_Fall,EDUC,10,T,16:45:00,15:30:00,R,16:45:00,15:30:00,,,,,,,,,,
2,"Bain, Brian James",false,true,SHAL 105,SEC MATH/SCIC CURRICULUM & INSTR II,317,15,A,2023_Fall,EDUC,20,T,20:00:00,18:00:00,,,,,,,,,,,,,
1,"Lamie, Melissa D.",false,false,SHAL 116,PHYSICAL EDUCATION FOR ELEM EDUC.,318,0,A,2023_Fall,EDUC,26,W,12:50:00,12:00:00,,,,,,,,,,,,,
1,"Heisey, Natalie D.",false,false,SHAL 116,THE USE OF ART IN THE CLASSROOM,319,0,A,2023_Fall,EDUC,25,F,12:50:00,12:00:00,,,,,,,,,,,,,
3,"Heisey, Natalie D.",false,false,SHAL 112,PRIMARY READING INSTRUCTION,323,0,A,2023_Fall,EDUC,25,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Heisey, Natalie D.",false,false,SHAL 103,PRIMARY READING INSTRUCTION,323,0,B,2023_Fall,EDUC,20,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Dreves, Susan M.",false,false,SHAL 105,TEACHING ELEM SOCIAL SCIENCES,324,0,A,2023_Fall,EDUC,25,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Dreves, Susan M.",false,false,SHAL 105,TEACHING ELEM SOCIAL SCIENCES,324,0,B,2023_Fall,EDUC,25,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Nichols, Constance E.",false,true,SHAL 105,UPPER ELEM/MID READING INST. & ELA,326,5,A,2023_Fall,EDUC,20,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Munson, Jolene K",false,false,SHAL 111,TEACHING ELEM MATH,327,0,A,2023_Fall,EDUC,25,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
2,"Culbertson, Linda D.",false,true,SHAL 111,SURVEY OF CHILDREN'S LITERATURE,328,6,A,2023_Fall,EDUC,24,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Chapman, Jarrett M.",false,true,SHAL 105,MIDDLE LEVEL CURRICULUM & INSTRUCT,329,11,A,2023_Fall,EDUC,24,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Brown, Brian K.",false,true,SHAL 105,LIT/WRITE FOR SEC CLASSROOM,330,12,A,2023_Fall,EDUC,15,M,18:29:00,16:00:00,,,,,,,,,,"Nichols, Constance E.",,,
3,"Rupnik, Elizabeth J.",false,false,SHAL 105,EARLY CHILDHOOD CURR & INSTRUCT,342,0,A,2023_Fall,EDUC,20,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"Nichols, Constance E.",false,true,GCC Main Campus,SECONDARY FIELD EXPER (1ST LEVEL),371,42,A,2023_Fall,EDUC,55,,,,,,,,,,,,,,,,
1,"Hoffman, William H.",false,true,GCC Main Campus,SECONDARY FIELD EXPER (3RD LEVEL),375,10,A,2023_Fall,EDUC,15,,,,,,,,,,,,,,,,
1,"Nichols, Constance E.",false,true,GCC Main Campus,FIRST LEVEL FIELD EXPERIENCE,381,30,A,2023_Fall,EDUC,50,,,,,,,,,,,,,"Martin, Tammi S.",,,
1,"Nichols, Constance E.",false,true,GCC Main Campus,SECOND LEVEL FIELD EXPERIENCE,382,27,A,2023_Fall,EDUC,55,,,,,,,,,,,,,"Martin, Tammi S.",,,
1,"Nichols, Constance E.",false,true,GCC Main Campus,THIRD LEVEL FIELD EXPERIENCE,383,23,A,2023_Fall,EDUC,30,,,,,,,,,,,,,"Martin, Tammi S.",,,
1,"Munson, Jolene K",false,true,SHAL 104 Early Childhood Learning Center,EARLY CHLDHD FIELD EXP (2ND LEVEL),385,3,A,2023_Fall,EDUC,5,,,,,,,,,,,,,,,,
3,"Nichols, Constance E.",false,true,STEM 160B Conference Room,LEADERSHIP FOR TEACHERS,440,6,A,2023_Fall,EDUC,16,T,16:45:00,15:30:00,R,16:45:00,15:30:00,,,,,,,,,,
16,"Culbertson, Linda D.",false,true,SHAL 110,STUDENT TEACHING,450,28,A,2023_Fall,EDUC,50,M,17:00:00,16:00:00,,,,,,,,,,,,,
3,"Culbertson, Linda D.",false,false,SHAL 111,SEMINAR: ISSUES IN EDUCATION,488,0,A,2023_Fall,EDUC,15,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Culbertson, Linda D.",false,true,SHAL 111,SEMINAR: ISSUES IN EDUCATION,488,4,B,2023_Fall,EDUC,15,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Rumbaugh, Luke Keith",false,true,SHAL 116,LINEAR CIRCUITS I,201,3,A,2023_Fall,ELEE,38,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,,,,
0,"Rumbaugh, Luke Keith",true,true,"HOYT 215 
M 3:00 PM-4:59 PM;  HOYT 218",LABORATORY,201,1,L,2023_Fall,ELEE,35,M,16:59:00,15:00:00,M,16:59:00,15:00:00,,,,,,,,,,
1,"Rumbaugh, Luke Keith",false,true,HOYT 212,LAB SKILLS AND PROTOTYPING,251,18,L,2023_Fall,ELEE,35,T,14:59:00,13:00:00,,,,,,,,,,,,,
1,"Rumbaugh, Luke Keith",false,false,HOYT 212,LAB SKILLS AND PROTOTYPING,251,0,M,2023_Fall,ELEE,16,T,17:00:00,15:00:00,,,,,,,,,,,,,
3,"Christman, Alan M.",false,true,HOYT 118 Classroom,ELECTRONICS I,301,15,A,2023_Fall,ELEE,30,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Christman, Alan M.",false,true,HOYT 218,ELECTRICAL MACHINES,303,23,A,2023_Fall,ELEE,30,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Hill, Peter D.",false,true,HOYT 113 Classroom,MICROCONTROLLERS,310,20,A,2023_Fall,ELEE,30,T,13:50:00,13:00:00,R,13:50:00,13:00:00,,,,,,,,,,
0,"Hill, Peter D.",true,true,HOYT 113 Classroom,LABORATORY,310,20,L,2023_Fall,ELEE,30,T,16:00:00,14:00:00,,,,,,,,,,,,,
1,"Christman, Alan M.",false,true,HOYT 212,INTERMEDIATE LABORATORY I,351,15,L,2023_Fall,ELEE,30,W,16:50:00,14:00:00,,,,,,,,,,,,,
3,"Christman, Alan M.",false,true,HOYT 218,ELECTROMAGNETIC ENERGY TRANSMISSION,404,28,A,2023_Fall,ELEE,30,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Rumbaugh, Luke Keith",false,true,HOYT 118 Classroom,COMMUNICATION SYSTEMS I,431,26,A,2023_Fall,ELEE,30,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Bright, Myron W.",false,true,SHAL 116,COMPUTER ARCHITECTURE,441,23,A,2023_Fall,ELEE,30,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Mayo, Joshua Andrew",false,true,SHAL 304,ENGL LIT SURVEY AND LIT STUDIES I,201,13,A,2023_Fall,ENGL,30,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Mayo, Joshua Andrew",false,true,SHAL 304,ENGL LIT SURVEY AND LIT STUDIES I,201,3,B,2023_Fall,ENGL,30,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Bilbro, Jeffrey L",false,true,SHAL 216,AMER LIT SURVEY I,203,5,A,2023_Fall,ENGL,25,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Bilbro, Jeffrey L",false,true,SHAL 216,AMER LIT SURVEY I,203,7,B,2023_Fall,ENGL,25,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Waha, Kristen B.",false,true,SHAL 316,WORLD LIT SURVEY:ASIA,205,8,A,2023_Fall,ENGL,30,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Potter, Eric A.",false,true,SHAL 307 Seminar-14 Tables-10 Tablet Arm Desks,19TH C. AMERICAN NOVEL,245,11,A,2023_Fall,ENGL,24,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Craig, Betsy J.",false,true,SHAL 208,WORLD DRAMA,250,4,A,2023_Fall,ENGL,25,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Potter, Eric A.",false,true,SHAL 306,POETRY,261,2,A,2023_Fall,ENGL,25,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Rawl, Michael S.",false,true,SHAL 309,STUDY: 20TH CENT IRISH LITERATURE,290,5,A,2023_Fall,ENGL,20,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Harvey, Andrew J.",false,false,SHAL 304,CLASSICAL LITERATURE,302,0,A,2023_Fall,ENGL,25,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Rawl, Virginia C.",false,true,SHAL 302,RESTORATION & 18TH CEN LIT,308,8,A,2023_Fall,ENGL,25,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Harvey, Andrew J.",false,true,"SHAL 304 
W 3:00 PM-4:50 PM;  SHAL 304",SHAKESPEARE I,351,14,A,2023_Fall,ENGL,25,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,W,16:50:00,15:00:00,,,,
1,"Mayo, Joshua Andrew",false,false,GCC Main Campus,INDEPENDENT STUDY,360,0,A,2023_Fall,ENGL,0,,,,,,,,,,,,,,,,
3,"Philson, Cynthia L.",false,true,SHAL 206,GRAMMAR/HIST OF ENGLISH,402,20,A,2023_Fall,ENGL,25,M,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Waha, Kristen B.",false,true,SHAL 307 Seminar-14 Tables-10 Tablet Arm Desks,SENIOR CAPSTONE,485,10,A,2023_Fall,ENGL,15,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Brooks, James David",false,true,"Ketler Technological Learning Center, Auditorium",NUMERICAL COMPUTING FOR ENGINEERS,120,21,A,2023_Fall,ENGR,40,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
2,"Savage, Richard N.",false,true,STEM 051,INTRO TO ENGINEERING,156,23,A,2023_Fall,ENGR,40,M,14:50:00,14:00:00,W,14:50:00,14:00:00,,,,,,,,,,
3,"Hill, Peter D.",false,true,HOYT 215,MECHATRONICS I,216,1,A,2023_Fall,ENGR,30,M,10:50:00,10:00:00,W,10:50:00,10:00:00,,,,,,,,,,
0,"Hill, Peter D.",true,true,HOYT 212,LABORATORY,216,2,L,2023_Fall,ENGR,30,R,16:00:00,14:00:00,,,,,,,,,,,,,
3,"Anderson, Erik J.",false,false,HOYT 218,MATHEMATICAL METHODS IN ENGINEERING,274,0,A,2023_Fall,ENGR,30,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
1,"Bright, Myron W.",false,true,HOYT 118 Classroom,ETHICS IN ENGINEERING AND ROBOTICS,301,1,A,2023_Fall,ENGR,25,T,21:00:00,18:30:00,,,,,,,,,,,,,
1,"Ulrich, Vernon W.",false,true,HOYT 113 Classroom,DESIGN OF EXPERIMENTS,304,16,A,2023_Fall,ENGR,20,W,14:50:00,14:00:00,,,,,,,,,,,,,
3,"Ulrich, Vernon W.",false,true,STEM 051,CAPSTONE DESIGN SEQUENCE,401,18,A,2023_Fall,ENGR,60,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Bright, Myron W.",false,true,STEM 140B Conference Room,CAPSTONE DESIGN SEQUENCE,401,9,B,2023_Fall,ENGR,16,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Brooks, James David",false,true,HOYT 215,CONTROL SYSTEMS,411,26,A,2023_Fall,ENGR,38,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"ENGR Staff, -",false,true,GCC Main Campus,CAPSTONE DESIGN LAB - SIGNUP,451,60,X,2023_Fall,ENGR,60,M,16:59:00,15:00:00,W,16:59:00,15:00:00,F,16:59:00,15:00:00,,,,,,,
1,"Ulrich, Vernon W.",false,false,HOYT 118 Classroom,CAPSTONE DESIGN LABORATORY I,451,0,A,2023_Fall,ENGR,5,T,14:00:00,13:00:00,R,14:00:00,13:00:00,,,,,,,,,,
1,"Dixon, John Mark",false,false,HOYT 218,CAPSTONE DESIGN LABORATORY I,451,0,B,2023_Fall,ENGR,7,W,16:00:00,15:00:00,F,16:00:00,15:00:00,,,,,,,,,,
1,"Richards, George A.",false,false,HOYT 118 Classroom,CAPSTONE DESIGN LABORATORY I,451,0,C,2023_Fall,ENGR,9,T,15:00:00,14:00:00,R,15:00:00,14:00:00,,,,,,,,,,
1,"Richards, George A.",false,false,STEM 140B Conference Room,CAPSTONE DESIGN LABORATORY I,451,0,D,2023_Fall,ENGR,9,M,16:00:00,15:00:00,R,16:00:00,15:00:00,,,,,,,,,,
1,"Brooks, James David",false,false,Off Campus Course,INTERNSHIP IN ENGINEERING,480,0,A,2023_Fall,ENGR,0,,,,,,,,,,,,,,,,
3,"Sweet, Timothy J.",false,true,SHAL 308,ENTREPRENEURIAL MIND:,101,19,A,2023_Fall,ENTR,50,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Sweet, Timothy J.",false,true,SHAL 308,ENTREPRENEURIAL MIND:,101,18,B,2023_Fall,ENTR,50,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
1,"Lewis, Cedric E.",false,true,PFAC 69,TECHNOLOGY FOR THE ENTREPRENEUR,102,6,A,2023_Fall,ENTR,20,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"Lewis, Cedric E.",false,true,PFAC 69,TECHNOLOGY FOR THE ENTREPRENEUR,102,13,B,2023_Fall,ENTR,20,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"Lewis, Cedric E.",false,true,SHAL 323,TECHNOLOGY FOR THE ENTREPRENEUR,102,19,C,2023_Fall,ENTR,25,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
1,"Smith, Kenneth E.",false,true,SHAL 202 ENTR Habbershon Family Innovation Zone,INTELLECTUAL PROPERTY PROTECTION,304,3,A,2023_Fall,ENTR,20,M,09:50:00,09:00:00,,,,,,,,,,,,,
3,"Smith, Kenneth E.",false,true,SHAL 202 ENTR Habbershon Family Innovation Zone,ETHICS FOR THE ENTREPRENEUR,306,2,A,2023_Fall,ENTR,20,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Sweet, Timothy J.",false,true,SHAL 310,SOCIAL ENTREPRENEURSHIP,307,19,A,2023_Fall,ENTR,40,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,"Lewis, Cedric E.",,,
3,"English, Yvonne Joyce",false,false,SHAL 202 ENTR Habbershon Family Innovation Zone,E-COMMERCE,309,0,A,2023_Fall,ENTR,20,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Smith, Kenneth E.",false,true,SHAL 111,ENTR: MANAGING A GROWING ENTERPRISE,312,5,A,2023_Fall,ENTR,24,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Smith, Kenneth E.",false,true,SHAL 103,ENTREPRENEURAL LEADERSHIP,319,3,A,2023_Fall,ENTR,20,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Lewis, Cedric E.",false,true,SHAL 101,LEGAL ASPECTS OF THE MUSIC BUSINESS,324,14,A,2023_Fall,ENTR,15,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Lewis, Cedric E.",false,true,PFAC 112,INTRO TO THE BUSINESS OF MUSIC,326,18,A,2023_Fall,ENTR,20,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Sweet, Timothy J.",false,false,SHAL 302,CONTENT MARKETING,328,0,A,2023_Fall,ENTR,25,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Butler, David M.",false,true,SHAL 306,SUPPLY CHAIN MANAGEMENT,424,3,A,2023_Fall,ENTR,5,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Smith, Kenneth E.",false,true,SHAL 111,ENTREPREN FINANCE/VENTURE CAPITAL,430,9,A,2023_Fall,ENTR,24,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"English, Yvonne Joyce",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,A,2023_Fall,ENTR,0,,,,,,,,,,,,,,,,
2,"Ault, Dana L.",false,false,SHAL 210,INTRODUCTION TO EXERCISE SCIENCE,101,0,A,2023_Fall,EXER,35,M,09:50:00,09:00:00,W,09:50:00,09:00:00,,,,,,,,,,
3,"Ault, Dana L.",false,false,HOYT 113 Classroom,INTRODUCTION TO NUTRITION,134,0,A,2023_Fall,EXER,32,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"Thrasher, James T.",false,false,"Ketler Technological Learning Center, Auditorium",ETHICS IN SPORTS,201,0,A,2023_Fall,EXER,25,M,14:50:00,14:00:00,,,,,,,,,,,,,
1,"Gerhart, Hayden D.",false,true,PLC Dance Studio,LIFTING TECHNIQUES,202,8,A,2023_Fall,EXER,20,F,08:50:00,08:00:00,,,,,,,,,,,,,
3,"Thrasher, James T.",false,true,"Ketler Technological Learning Center, Auditorium",INTRODUCTION TO SPORTS MINISTRY,205,2,A,2023_Fall,EXER,25,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Buxton, Jeffrey D.",false,true,"Rathburn Hall, Seminar Room",INTRO TO EXERCISE PROG DESIGN,230,3,A,2023_Fall,EXER,20,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Prins, Philip J.",false,true,SHAL 208,NUTRITION AND HEALTH,244,3,A,2023_Fall,EXER,20,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
1,"Patterson, Richard D.",false,true,SHAL 109 Tablet Chairs w/multimedia,INTRODUCTION TO ATHLETIC TRAINING,249,8,A,2023_Fall,EXER,20,T,20:30:00,18:30:00,,,,,,,,,,,,,
4,"Ault, Dana L.",false,true,SHAL 208,ANATOMY AND PHYSIOLOGY I,253,10,A,2023_Fall,EXER,58,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
0,"Ault, Dana L.",true,true,STEM 245,LABORATORY,253,2,L,2023_Fall,EXER,28,T,10:45:00,09:30:00,,,,,,,,,,,,,
